store_id,item_id,wm_yr_wk,sell_price
CA_1,HOBBIES_1_001,11325,9.58
CA_1,HOBBIES_1_001,11326,9.58
CA_1,HOBBIES_1_001,11327,8.26
CA_1,HOBBIES_1_001,11328,8.26
CA_1,HOBBIES_1_001,11329,8.26
CA_1,HOBBIES_1_001,11330,8.26
CA_1,HOBBIES_1_001,11331,8.26
CA_1,HOBBIES_1_001,11332,8.26
CA_1,HOBBIES_1_001,11333,8.26
CA_1,HOBBIES_1_001,11334,8.26
CA_1,HOBBIES_1_001,11335,8.26
CA_1,HOBBIES_1_001,11336,8.26
CA_1,HOBBIES_1_001,11337,8.26
CA_1,HOBBIES_1_001,11338,8.26
CA_1,HOBBIES_1_001,11339,8.26
CA_1,HOBBIES_1_001,11340,8.26
CA_1,HOBBIES_1_001,11341,8.26
CA_1,HOBBIES_1_001,11342,8.26
CA_1,HOBBIES_1_001,11343,8.26
CA_1,HOBBIES_1_001,11344,8.26
CA_1,HOBBIES_1_001,11345,8.26
CA_1,HOBBIES_1_001,11346,8.26
CA_1,HOBBIES_1_001,11347,8.26
CA_1,HOBBIES_1_001,11348,8.26
CA_1,HOBBIES_1_001,11349,8.26
CA_1,HOBBIES_1_001,11350,8.26
CA_1,HOBBIES_1_001,11351,8.26
CA_1,HOBBIES_1_001,11352,8.26
CA_1,HOBBIES_1_001,11353,8.26
CA_1,HOBBIES_1_001,11401,8.26
CA_1,HOBBIES_1_001,11402,8.26
CA_1,HOBBIES_1_001,11403,8.26
CA_1,HOBBIES_1_001,11404,8.26
CA_1,HOBBIES_1_001,11405,8.26
CA_1,HOBBIES_1_001,11406,8.26
CA_1,HOBBIES_1_001,11407,8.26
CA_1,HOBBIES_1_001,11408,8.26
CA_1,HOBBIES_1_001,11409,8.26
CA_1,HOBBIES_1_001,11410,8.26
CA_1,HOBBIES_1_001,11411,8.26
CA_1,HOBBIES_1_001,11412,8.26
CA_1,HOBBIES_1_001,11413,8.26
CA_1,HOBBIES_1_001,11414,8.26
CA_1,HOBBIES_1_001,11415,8.26
CA_1,HOBBIES_1_001,11416,8.26
CA_1,HOBBIES_1_001,11417,8.26
CA_1,HOBBIES_1_001,11418,8.26
CA_1,HOBBIES_1_001,11419,8.26
CA_1,HOBBIES_1_001,11420,8.26
CA_1,HOBBIES_1_001,11421,8.26
CA_1,HOBBIES_1_001,11422,8.26
CA_1,HOBBIES_1_001,11423,8.26
CA_1,HOBBIES_1_001,11424,8.26
CA_1,HOBBIES_1_001,11425,8.26
CA_1,HOBBIES_1_001,11426,8.26
CA_1,HOBBIES_1_001,11427,8.26
CA_1,HOBBIES_1_001,11428,8.26
CA_1,HOBBIES_1_001,11429,8.26
CA_1,HOBBIES_1_001,11430,8.26
CA_1,HOBBIES_1_001,11431,8.26
CA_1,HOBBIES_1_001,11432,8.26
CA_1,HOBBIES_1_001,11433,8.26
CA_1,HOBBIES_1_001,11434,8.26
CA_1,HOBBIES_1_001,11435,8.26
CA_1,HOBBIES_1_001,11436,8.26
CA_1,HOBBIES_1_001,11437,8.26
CA_1,HOBBIES_1_001,11438,8.26
CA_1,HOBBIES_1_001,11439,8.26
CA_1,HOBBIES_1_001,11440,8.26
CA_1,HOBBIES_1_001,11441,8.26
CA_1,HOBBIES_1_001,11442,8.26
CA_1,HOBBIES_1_001,11443,8.26
CA_1,HOBBIES_1_001,11444,8.26
CA_1,HOBBIES_1_001,11445,8.26
CA_1,HOBBIES_1_001,11446,8.26
CA_1,HOBBIES_1_001,11447,8.26
CA_1,HOBBIES_1_001,11448,8.26
CA_1,HOBBIES_1_001,11449,8.26
CA_1,HOBBIES_1_001,11450,8.26
CA_1,HOBBIES_1_001,11451,8.26
CA_1,HOBBIES_1_001,11452,8.26
CA_1,HOBBIES_1_001,11501,8.26
CA_1,HOBBIES_1_001,11502,8.26
CA_1,HOBBIES_1_001,11503,8.26
CA_1,HOBBIES_1_001,11504,8.26
CA_1,HOBBIES_1_001,11505,8.26
CA_1,HOBBIES_1_001,11506,8.26
CA_1,HOBBIES_1_001,11507,8.26
CA_1,HOBBIES_1_001,11508,8.26
CA_1,HOBBIES_1_001,11509,8.26
CA_1,HOBBIES_1_001,11510,8.26
CA_1,HOBBIES_1_001,11511,8.26
CA_1,HOBBIES_1_001,11512,8.26
CA_1,HOBBIES_1_001,11513,8.26
CA_1,HOBBIES_1_001,11514,8.26
CA_1,HOBBIES_1_001,11515,8.26
CA_1,HOBBIES_1_001,11516,8.26
CA_1,HOBBIES_1_001,11517,8.26
CA_1,HOBBIES_1_001,11518,8.26
CA_1,HOBBIES_1_001,11519,8.26
CA_1,HOBBIES_1_001,11520,8.26
CA_1,HOBBIES_1_001,11521,8.26
CA_1,HOBBIES_1_001,11522,8.26
CA_1,HOBBIES_1_001,11523,8.26
CA_1,HOBBIES_1_001,11524,8.26
CA_1,HOBBIES_1_001,11525,8.26
CA_1,HOBBIES_1_001,11526,8.26
CA_1,HOBBIES_1_001,11527,8.26
CA_1,HOBBIES_1_001,11528,8.26
CA_1,HOBBIES_1_001,11529,8.26
CA_1,HOBBIES_1_001,11530,8.26
CA_1,HOBBIES_1_001,11531,8.26
CA_1,HOBBIES_1_001,11532,8.26
CA_1,HOBBIES_1_001,11533,8.26
CA_1,HOBBIES_1_001,11534,8.26
CA_1,HOBBIES_1_001,11535,8.26
CA_1,HOBBIES_1_001,11536,8.26
CA_1,HOBBIES_1_001,11537,8.26
CA_1,HOBBIES_1_001,11538,8.26
CA_1,HOBBIES_1_001,11539,8.26
CA_1,HOBBIES_1_001,11540,8.26
CA_1,HOBBIES_1_001,11541,8.26
CA_1,HOBBIES_1_001,11542,8.26
CA_1,HOBBIES_1_001,11543,8.26
CA_1,HOBBIES_1_001,11544,8.26
CA_1,HOBBIES_1_001,11545,8.26
CA_1,HOBBIES_1_001,11546,8.26
CA_1,HOBBIES_1_001,11547,8.26
CA_1,HOBBIES_1_001,11548,8.26
CA_1,HOBBIES_1_001,11549,8.26
CA_1,HOBBIES_1_001,11550,8.26
CA_1,HOBBIES_1_001,11551,8.26
CA_1,HOBBIES_1_001,11552,8.26
CA_1,HOBBIES_1_001,11601,8.26
CA_1,HOBBIES_1_001,11602,8.26
CA_1,HOBBIES_1_001,11603,8.26
CA_1,HOBBIES_1_001,11604,8.26
CA_1,HOBBIES_1_001,11605,8.26
CA_1,HOBBIES_1_001,11606,8.26
CA_1,HOBBIES_1_001,11607,8.26
CA_1,HOBBIES_1_001,11608,8.26
CA_1,HOBBIES_1_001,11609,8.26
CA_1,HOBBIES_1_001,11610,8.26
CA_1,HOBBIES_1_001,11611,8.38
CA_1,HOBBIES_1_001,11612,8.38
CA_1,HOBBIES_1_001,11613,8.38
CA_1,HOBBIES_1_001,11614,8.38
CA_1,HOBBIES_1_001,11615,8.38
CA_1,HOBBIES_1_001,11616,8.38
CA_1,HOBBIES_1_001,11617,8.38
CA_1,HOBBIES_1_001,11618,8.38
CA_1,HOBBIES_1_001,11619,8.38
CA_1,HOBBIES_1_001,11620,8.38
CA_1,HOBBIES_1_001,11621,8.38
CA_3,FOODS_3_090,11101,1.25
CA_3,FOODS_3_090,11102,1.25
CA_3,FOODS_3_090,11103,1.25
CA_3,FOODS_3_090,11104,1.25
CA_3,FOODS_3_090,11105,1.25
CA_3,FOODS_3_090,11106,1.25
CA_3,FOODS_3_090,11107,1.25
CA_3,FOODS_3_090,11108,1.25
CA_3,FOODS_3_090,11109,1.25
CA_3,FOODS_3_090,11110,1.25
CA_3,FOODS_3_090,11111,1.25
CA_3,FOODS_3_090,11112,1.25
CA_3,FOODS_3_090,11113,1.25
CA_3,FOODS_3_090,11114,1.25
CA_3,FOODS_3_090,11115,1.25
CA_3,FOODS_3_090,11116,1.25
CA_3,FOODS_3_090,11117,1.25
CA_3,FOODS_3_090,11118,1.25
CA_3,FOODS_3_090,11119,1.25
CA_3,FOODS_3_090,11120,1.25
CA_3,FOODS_3_090,11121,1.25
CA_3,FOODS_3_090,11122,1.25
CA_3,FOODS_3_090,11123,1.25
CA_3,FOODS_3_090,11124,1.25
CA_3,FOODS_3_090,11125,1.25
CA_3,FOODS_3_090,11126,1.25
CA_3,FOODS_3_090,11127,1.25
CA_3,FOODS_3_090,11128,1.25
CA_3,FOODS_3_090,11129,1.25
CA_3,FOODS_3_090,11130,1.25
CA_3,FOODS_3_090,11131,1.25
CA_3,FOODS_3_090,11132,1.25
CA_3,FOODS_3_090,11133,1.25
CA_3,FOODS_3_090,11134,1.25
CA_3,FOODS_3_090,11135,1.28
CA_3,FOODS_3_090,11136,1.28
CA_3,FOODS_3_090,11137,1.28
CA_3,FOODS_3_090,11138,1.28
CA_3,FOODS_3_090,11139,1.28
CA_3,FOODS_3_090,11140,1.28
CA_3,FOODS_3_090,11141,1.28
CA_3,FOODS_3_090,11142,1.28
CA_3,FOODS_3_090,11143,1.28
CA_3,FOODS_3_090,11144,1.28
CA_3,FOODS_3_090,11145,1.28
CA_3,FOODS_3_090,11146,1.28
CA_3,FOODS_3_090,11147,1.28
CA_3,FOODS_3_090,11148,1.28
CA_3,FOODS_3_090,11149,1.28
CA_3,FOODS_3_090,11150,1.28
CA_3,FOODS_3_090,11151,1.28
CA_3,FOODS_3_090,11152,1.28
CA_3,FOODS_3_090,11201,1.28
CA_3,FOODS_3_090,11202,1.28
CA_3,FOODS_3_090,11203,1.28
CA_3,FOODS_3_090,11204,1.44
CA_3,FOODS_3_090,11205,1.44
CA_3,FOODS_3_090,11206,1.44
CA_3,FOODS_3_090,11207,1.44
CA_3,FOODS_3_090,11208,1.44
CA_3,FOODS_3_090,11209,1.44
CA_3,FOODS_3_090,11210,1.44
CA_3,FOODS_3_090,11211,1.44
CA_3,FOODS_3_090,11212,1.44
CA_3,FOODS_3_090,11213,1.44
CA_3,FOODS_3_090,11214,1.44
CA_3,FOODS_3_090,11215,1.44
CA_3,FOODS_3_090,11216,1.44
CA_3,FOODS_3_090,11217,1.44
CA_3,FOODS_3_090,11218,1.44
CA_3,FOODS_3_090,11219,1.44
CA_3,FOODS_3_090,11220,1.44
CA_3,FOODS_3_090,11221,1.44
CA_3,FOODS_3_090,11222,1.28
CA_3,FOODS_3_090,11223,1.28
CA_3,FOODS_3_090,11224,1.28
CA_3,FOODS_3_090,11225,1.28
CA_3,FOODS_3_090,11226,1.28
CA_3,FOODS_3_090,11227,1.28
CA_3,FOODS_3_090,11228,1.28
CA_3,FOODS_3_090,11229,1.28
CA_3,FOODS_3_090,11230,1.28
CA_3,FOODS_3_090,11231,1.28
CA_3,FOODS_3_090,11232,1.28
CA_3,FOODS_3_090,11233,1.28
CA_3,FOODS_3_090,11234,1.28
CA_3,FOODS_3_090,11235,1.28
CA_3,FOODS_3_090,11236,1.28
CA_3,FOODS_3_090,11237,1.38
CA_3,FOODS_3_090,11238,1.38
CA_3,FOODS_3_090,11239,1.38
CA_3,FOODS_3_090,11240,1.25
CA_3,FOODS_3_090,11241,1.25
CA_3,FOODS_3_090,11242,1.25
CA_3,FOODS_3_090,11243,1.25
CA_3,FOODS_3_090,11244,1.25
CA_3,FOODS_3_090,11245,1.25
CA_3,FOODS_3_090,11246,1.25
CA_3,FOODS_3_090,11247,1.25
CA_3,FOODS_3_090,11248,1.25
CA_3,FOODS_3_090,11249,1.25
CA_3,FOODS_3_090,11250,1.25
CA_3,FOODS_3_090,11251,1.25
CA_3,FOODS_3_090,11252,1.25
CA_3,FOODS_3_090,11301,1.38
CA_3,FOODS_3_090,11302,1.38
CA_3,FOODS_3_090,11303,1.38
CA_3,FOODS_3_090,11304,1.38
CA_3,FOODS_3_090,11305,1.38
CA_3,FOODS_3_090,11306,1.38
CA_3,FOODS_3_090,11307,1.38
CA_3,FOODS_3_090,11308,1.38
CA_3,FOODS_3_090,11309,1.38
CA_3,FOODS_3_090,11310,1.38
CA_3,FOODS_3_090,11311,1.38
CA_3,FOODS_3_090,11312,1.38
CA_3,FOODS_3_090,11313,1.38
CA_3,FOODS_3_090,11314,1.38
CA_3,FOODS_3_090,11315,1.38
CA_3,FOODS_3_090,11316,1.38
CA_3,FOODS_3_090,11317,1.38
CA_3,FOODS_3_090,11318,1.38
CA_3,FOODS_3_090,11319,1.38
CA_3,FOODS_3_090,11320,1.38
CA_3,FOODS_3_090,11321,1.38
CA_3,FOODS_3_090,11322,1.38
CA_3,FOODS_3_090,11323,1.38
CA_3,FOODS_3_090,11324,1.38
CA_3,FOODS_3_090,11325,1.38
CA_3,FOODS_3_090,11326,1.38
CA_3,FOODS_3_090,11327,1.38
CA_3,FOODS_3_090,11328,1.38
CA_3,FOODS_3_090,11329,1.38
CA_3,FOODS_3_090,11330,1.0
CA_3,FOODS_3_090,11331,1.0
CA_3,FOODS_3_090,11332,1.0
CA_3,FOODS_3_090,11333,1.0
CA_3,FOODS_3_090,11334,1.0
CA_3,FOODS_3_090,11335,1.0
CA_3,FOODS_3_090,11336,1.38
CA_3,FOODS_3_090,11337,1.38
CA_3,FOODS_3_090,11338,1.38
CA_3,FOODS_3_090,11339,1.38
CA_3,FOODS_3_090,11340,1.38
CA_3,FOODS_3_090,11341,1.38
CA_3,FOODS_3_090,11342,1.0
CA_3,FOODS_3_090,11343,1.0
CA_3,FOODS_3_090,11344,1.0
CA_3,FOODS_3_090,11345,1.0
CA_3,FOODS_3_090,11346,1.0
CA_3,FOODS_3_090,11347,1.0
CA_3,FOODS_3_090,11348,1.38
CA_3,FOODS_3_090,11349,1.38
CA_3,FOODS_3_090,11350,1.38
CA_3,FOODS_3_090,11351,1.44
CA_3,FOODS_3_090,11352,1.44
CA_3,FOODS_3_090,11353,1.44
CA_3,FOODS_3_090,11401,1.44
CA_3,FOODS_3_090,11402,1.0
CA_3,FOODS_3_090,11403,1.0
CA_3,FOODS_3_090,11404,1.0
CA_3,FOODS_3_090,11405,1.0
CA_3,FOODS_3_090,11406,1.44
CA_3,FOODS_3_090,11407,1.44
CA_3,FOODS_3_090,11408,1.44
CA_3,FOODS_3_090,11409,1.44
CA_3,FOODS_3_090,11410,1.44
CA_3,FOODS_3_090,11411,1.44
CA_3,FOODS_3_090,11412,1.44
CA_3,FOODS_3_090,11413,1.44
CA_3,FOODS_3_090,11414,1.44
CA_3,FOODS_3_090,11415,1.44
CA_3,FOODS_3_090,11416,1.0
CA_3,FOODS_3_090,11417,1.0
CA_3,FOODS_3_090,11418,1.0
CA_3,FOODS_3_090,11419,1.44
CA_3,FOODS_3_090,11420,1.44
CA_3,FOODS_3_090,11421,1.44
CA_3,FOODS_3_090,11422,1.44
CA_3,FOODS_3_090,11423,1.44
CA_3,FOODS_3_090,11424,1.44
CA_3,FOODS_3_090,11425,1.44
CA_3,FOODS_3_090,11426,1.44
CA_3,FOODS_3_090,11427,1.44
CA_3,FOODS_3_090,11428,1.44
CA_3,FOODS_3_090,11429,1.44
CA_3,FOODS_3_090,11430,1.44
CA_3,FOODS_3_090,11431,1.44
CA_3,FOODS_3_090,11432,1.44
CA_3,FOODS_3_090,11433,1.44
CA_3,FOODS_3_090,11434,1.44
CA_3,FOODS_3_090,11435,1.44
CA_3,FOODS_3_090,11436,1.44
CA_3,FOODS_3_090,11437,1.44
CA_3,FOODS_3_090,11438,1.48
CA_3,FOODS_3_090,11439,1.48
CA_3,FOODS_3_090,11440,1.48
CA_3,FOODS_3_090,11441,1.48
CA_3,FOODS_3_090,11442,1.48
CA_3,FOODS_3_090,11443,1.48
CA_3,FOODS_3_090,11444,1.48
CA_3,FOODS_3_090,11445,1.0
CA_3,FOODS_3_090,11446,1.0
CA_3,FOODS_3_090,11447,1.0
CA_3,FOODS_3_090,11448,1.0
CA_3,FOODS_3_090,11449,1.48
CA_3,FOODS_3_090,11450,1.48
CA_3,FOODS_3_090,11451,1.48
CA_3,FOODS_3_090,11452,1.48
CA_3,FOODS_3_090,11501,1.48
CA_3,FOODS_3_090,11502,1.48
CA_3,FOODS_3_090,11503,1.0
CA_3,FOODS_3_090,11504,1.0
CA_3,FOODS_3_090,11505,1.0
CA_3,FOODS_3_090,11506,1.48
CA_3,FOODS_3_090,11507,1.48
CA_3,FOODS_3_090,11508,1.48
CA_3,FOODS_3_090,11509,1.48
CA_3,FOODS_3_090,11510,1.48
CA_3,FOODS_3_090,11511,1.48
CA_3,FOODS_3_090,11512,1.48
CA_3,FOODS_3_090,11513,1.48
CA_3,FOODS_3_090,11514,1.48
CA_3,FOODS_3_090,11515,1.48
CA_3,FOODS_3_090,11516,1.0
CA_3,FOODS_3_090,11517,1.0
CA_3,FOODS_3_090,11518,1.0
CA_3,FOODS_3_090,11519,1.0
CA_3,FOODS_3_090,11520,1.48
CA_3,FOODS_3_090,11521,1.48
CA_3,FOODS_3_090,11522,1.48
CA_3,FOODS_3_090,11523,1.48
CA_3,FOODS_3_090,11524,1.48
CA_3,FOODS_3_090,11525,1.48
CA_3,FOODS_3_090,11526,1.48
CA_3,FOODS_3_090,11527,1.48
CA_3,FOODS_3_090,11528,1.48
CA_3,FOODS_3_090,11529,1.48
CA_3,FOODS_3_090,11530,1.48
CA_3,FOODS_3_090,11531,1.48
CA_3,FOODS_3_090,11532,1.48
CA_3,FOODS_3_090,11533,1.48
CA_3,FOODS_3_090,11534,1.48
CA_3,FOODS_3_090,11535,1.48
CA_3,FOODS_3_090,11536,1.48
CA_3,FOODS_3_090,11537,1.48
CA_3,FOODS_3_090,11538,1.5
CA_3,FOODS_3_090,11539,1.5
CA_3,FOODS_3_090,11540,1.5
CA_3,FOODS_3_090,11541,1.5
CA_3,FOODS_3_090,11542,1.5
CA_3,FOODS_3_090,11543,1.5
CA_3,FOODS_3_090,11544,1.5
CA_3,FOODS_3_090,11545,1.0
CA_3,FOODS_3_090,11546,1.0
CA_3,FOODS_3_090,11547,1.0
CA_3,FOODS_3_090,11548,1.0
CA_3,FOODS_3_090,11549,1.6
CA_3,FOODS_3_090,11550,1.6
CA_3,FOODS_3_090,11551,1.6
CA_3,FOODS_3_090,11552,1.6
CA_3,FOODS_3_090,11601,1.6
CA_3,FOODS_3_090,11602,1.6
CA_3,FOODS_3_090,11603,1.6
CA_3,FOODS_3_090,11604,1.6
CA_3,FOODS_3_090,11605,1.6
CA_3,FOODS_3_090,11606,1.6
CA_3,FOODS_3_090,11607,1.6
CA_3,FOODS_3_090,11608,1.6
CA_3,FOODS_3_090,11609,1.6
CA_3,FOODS_3_090,11610,1.6
CA_3,FOODS_3_090,11611,1.6
CA_3,FOODS_3_090,11612,1.6
CA_3,FOODS_3_090,11613,1.6
CA_3,FOODS_3_090,11614,1.6
CA_3,FOODS_3_090,11615,1.6
CA_3,FOODS_3_090,11616,1.6
CA_3,FOODS_3_090,11617,1.6
CA_3,FOODS_3_090,11618,1.6
CA_3,FOODS_3_090,11619,1.6
CA_3,FOODS_3_090,11620,1.6
CA_3,FOODS_3_090,11621,1.6
